Channel 1,Channel 2,Channel 3,Channel 4,Class
37.59765625,37.59765625,17.08984375,47.8515625,0
44.921875,38.0859375,15.13671875,60.546875,0
47.8515625,34.1796875,13.18359375,58.10546875,0
38.57421875,26.85546875,13.18359375,53.7109375,0
35.64453125,22.4609375,10.25390625,52.24609375,0
45.41015625,19.04296875,6.34765625,48.828125,0
71.77734375,22.4609375,6.34765625,60.546875,0
60.05859375,16.11328125,8.7890625,64.94140625,0
16.6015625,-7.32421875,9.765625,36.62109375,0
20.99609375,-15.13671875,22.4609375,39.55078125,0
43.9453125,-21.484375,25.87890625,56.15234375,0
43.9453125,-28.3203125,14.6484375,55.17578125,0
34.66796875,-22.94921875,11.23046875,48.33984375,0
41.50390625,-25.87890625,10.25390625,41.50390625,0
48.828125,-27.83203125,10.25390625,41.9921875,0
42.96875,-22.94921875,11.23046875,42.96875,0
34.66796875,-20.01953125,9.27734375,43.45703125,0
28.3203125,-32.71484375,9.27734375,46.875,0
30.76171875,-40.52734375,13.671875,52.734375,0
39.55078125,-22.94921875,14.16015625,58.59375,0
43.45703125,-9.765625,8.30078125,53.22265625,0
41.9921875,-11.23046875,6.34765625,53.7109375,0
55.17578125,-5.859375,18.06640625,63.96484375,0
61.5234375,-1.46484375,15.625,64.453125,0
50.29296875,-12.6953125,6.34765625,62.98828125,0
51.7578125,-23.92578125,5.37109375,66.40625,0
55.17578125,-19.04296875,7.32421875,72.265625,0
57.6171875,-14.16015625,5.37109375,76.171875,0
57.12890625,-19.53125,1.953125,66.89453125,0
50.78125,-20.01953125,-2.44140625,56.15234375,0
52.734375,-14.16015625,-6.34765625,55.6640625,0
56.640625,-10.7421875,-6.34765625,61.03515625,0
49.8046875,-14.16015625,-9.765625,60.546875,0
45.8984375,-21.97265625,-9.765625,49.31640625,0
58.10546875,-28.3203125,-5.37109375,53.22265625,0
69.82421875,-20.01953125,-2.9296875,68.84765625,0
61.03515625,-24.90234375,-7.32421875,68.84765625,0
46.38671875,-43.9453125,-18.06640625,55.6640625,0
34.66796875,-47.8515625,-19.04296875,51.7578125,0
38.57421875,-52.24609375,-15.625,52.734375,0
57.6171875,-56.15234375,-17.08984375,52.734375,0
59.08203125,-51.7578125,-14.16015625,62.5,0
51.7578125,-43.45703125,-12.20703125,62.5,0
56.15234375,-38.57421875,-15.625,53.7109375,0
66.40625,-35.64453125,-13.18359375,50.29296875,0
68.84765625,-34.1796875,-12.20703125,57.6171875,0
55.17578125,-41.015625,-19.53125,57.6171875,0
62.01171875,-40.52734375,-18.06640625,55.17578125,0
75.68359375,-34.66796875,-19.53125,58.59375,0
67.87109375,-41.9921875,-27.83203125,53.7109375,0
67.3828125,-46.875,-29.78515625,54.19921875,0
75.1953125,-43.45703125,-32.71484375,54.6875,0
83.984375,-48.828125,-28.80859375,65.4296875,0
88.37890625,-52.734375,-21.97265625,67.3828125,0
85.44921875,-41.9921875,-22.4609375,51.7578125,0
82.51953125,-28.3203125,-25.87890625,55.17578125,0
95.21484375,-23.92578125,-25.87890625,58.59375,0
94.7265625,-28.80859375,-27.83203125,54.19921875,0
79.1015625,-29.78515625,-29.296875,54.19921875,0
76.171875,-34.1796875,-30.2734375,52.734375,0
83.984375,-31.25,-20.99609375,64.453125,0
105.46875,-19.53125,-12.20703125,76.171875,0
106.93359375,-23.92578125,-20.99609375,65.4296875,0
94.7265625,-30.76171875,-23.92578125,49.8046875,0
100.09765625,-29.78515625,-20.5078125,47.36328125,0
94.23828125,-30.2734375,-22.94921875,57.12890625,0
99.12109375,-26.3671875,-25.87890625,68.359375,0
90.8203125,-14.6484375,-24.90234375,67.3828125,0
81.0546875,-4.8828125,-21.484375,60.546875,0
93.75,-8.30078125,-23.92578125,59.5703125,0
98.14453125,-20.01953125,-29.296875,58.59375,0
87.40234375,-15.625,-20.99609375,62.98828125,0
77.63671875,-14.16015625,-25.390625,63.96484375,0
87.40234375,-20.5078125,-42.96875,60.05859375,0
94.7265625,-19.04296875,-43.45703125,55.17578125,0
93.75,-15.13671875,-40.0390625,66.40625,0
83.984375,-10.7421875,-41.50390625,64.94140625,0
73.2421875,-9.27734375,-45.8984375,56.640625,0
73.73046875,-12.6953125,-42.96875,61.5234375,0
77.63671875,-14.16015625,-40.0390625,58.59375,0
75.1953125,-17.08984375,-42.96875,55.17578125,0
71.2890625,-19.04296875,-42.96875,59.08203125,0
83.49609375,-18.5546875,-39.55078125,67.3828125,0
89.84375,-8.7890625,-31.25,79.1015625,0
84.9609375,-0.9765625,-24.4140625,85.44921875,0
83.984375,-13.671875,-30.2734375,70.3125,0
88.8671875,-21.484375,-38.0859375,59.5703125,0
90.33203125,-30.76171875,-38.0859375,59.5703125,0
89.35546875,-34.66796875,-34.66796875,60.546875,0
84.9609375,-22.94921875,-28.3203125,52.24609375,0
83.984375,-11.71875,-22.94921875,44.921875,0
88.8671875,-12.6953125,-20.99609375,57.12890625,0
84.9609375,-13.671875,-18.06640625,75.1953125,0
76.66015625,-17.578125,-21.484375,68.84765625,0
72.265625,-23.4375,-20.01953125,72.265625,0
68.359375,-22.94921875,-11.23046875,87.40234375,0
63.96484375,-29.78515625,-14.16015625,67.3828125,0
67.3828125,-32.2265625,-19.04296875,62.98828125,0
59.5703125,-28.80859375,-17.578125,71.2890625,0
54.19921875,-24.90234375,-19.04296875,61.5234375,0
61.5234375,-30.2734375,-31.73828125,62.98828125,0
51.7578125,-39.55078125,-33.69140625,67.87109375,0
48.33984375,-36.1328125,-25.87890625,54.6875,0
71.2890625,-30.2734375,-20.5078125,61.03515625,0
88.8671875,-41.015625,-18.06640625,80.56640625,0
79.1015625,-41.9921875,-21.484375,83.984375,0
71.2890625,-20.99609375,-15.625,89.84375,0
81.54296875,-20.99609375,-22.94921875,90.8203125,0
77.1484375,-33.203125,-35.15625,77.63671875,0
64.453125,-33.69140625,-34.66796875,70.3125,0
56.15234375,-32.71484375,-33.69140625,74.21875,0
65.4296875,-27.83203125,-33.203125,78.61328125,0
83.0078125,-33.69140625,-34.66796875,80.56640625,0
76.66015625,-36.62109375,-34.1796875,82.51953125,0
53.22265625,-22.94921875,-28.80859375,86.9140625,0
49.31640625,-19.53125,-22.94921875,83.984375,0
76.66015625,-26.85546875,-22.94921875,82.03125,0
86.42578125,-32.71484375,-23.4375,75.68359375,0
60.05859375,-39.55078125,-24.4140625,69.82421875,0
59.5703125,-36.62109375,-21.97265625,77.1484375,0
85.9375,-27.83203125,-17.08984375,87.890625,0
87.890625,-20.5078125,-22.4609375,91.796875,0
68.84765625,-14.16015625,-30.76171875,90.33203125,0
63.4765625,-18.5546875,-35.64453125,76.66015625,0
86.42578125,-30.76171875,-36.1328125,77.63671875,0
92.28515625,-27.34375,-39.55078125,89.84375,0
77.1484375,-10.25390625,-45.41015625,90.8203125,0
67.87109375,-11.71875,-54.19921875,88.37890625,0
71.2890625,-18.06640625,-65.91796875,92.28515625,0
89.35546875,-9.765625,-71.2890625,94.23828125,0
98.14453125,-3.90625,-64.94140625,90.33203125,0
93.26171875,-7.32421875,-56.640625,91.30859375,0
82.03125,-21.484375,-63.4765625,82.03125,0
82.51953125,-23.92578125,-67.87109375,79.58984375,0
81.54296875,-26.85546875,-71.2890625,68.359375,0
76.66015625,-25.390625,-72.75390625,61.5234375,0
77.1484375,-7.32421875,-64.94140625,73.2421875,0
80.56640625,1.46484375,-57.6171875,78.61328125,0
97.16796875,-3.90625,-54.19921875,86.9140625,0
89.84375,-6.34765625,-56.640625,81.0546875,0
81.0546875,-3.90625,-56.640625,81.54296875,0
97.65625,-4.39453125,-55.17578125,93.75,0
115.234375,1.46484375,-46.875,98.6328125,0
114.74609375,13.18359375,-39.0625,103.515625,0
96.6796875,6.34765625,-40.0390625,98.6328125,0
102.05078125,-3.90625,-40.52734375,92.7734375,0
114.2578125,0.0,-38.57421875,93.75,0
110.3515625,5.859375,-36.1328125,96.19140625,0
98.14453125,5.859375,-35.15625,95.21484375,0
92.28515625,4.8828125,-34.66796875,85.9375,0
105.95703125,3.90625,-33.69140625,79.1015625,0
113.76953125,20.01953125,-38.57421875,85.9375,0
100.09765625,40.0390625,-42.96875,89.35546875,0
94.23828125,40.52734375,-41.9921875,93.75,0
107.91015625,36.1328125,-37.109375,94.23828125,0
115.72265625,50.78125,-25.87890625,93.75,0
106.4453125,49.31640625,-20.99609375,100.5859375,0
92.28515625,37.59765625,-30.76171875,93.75,0
86.9140625,48.33984375,-34.66796875,88.37890625,0
91.796875,58.10546875,-27.83203125,86.42578125,0
87.40234375,70.80078125,-26.85546875,94.23828125,0
78.125,74.70703125,-33.69140625,90.33203125,0
80.56640625,69.3359375,-34.66796875,80.56640625,0
96.6796875,61.03515625,-24.90234375,85.9375,0
112.79296875,66.40625,-14.16015625,101.5625,0
112.79296875,89.35546875,-11.71875,122.55859375,0
98.6328125,98.14453125,-23.4375,106.4453125,0
104.4921875,106.93359375,-25.87890625,91.30859375,0
104.4921875,116.2109375,-16.6015625,94.7265625,0
77.63671875,106.93359375,-17.578125,87.890625,0
58.59375,103.515625,-20.5078125,75.68359375,0
78.61328125,109.86328125,-15.13671875,73.73046875,0
97.16796875,110.83984375,-9.765625,83.49609375,0
84.9609375,115.72265625,-9.27734375,88.37890625,0
78.125,122.0703125,-12.6953125,83.49609375,0
83.984375,118.1640625,-17.578125,80.56640625,0
102.5390625,125.0,-27.34375,82.03125,0
101.07421875,141.6015625,-35.15625,93.26171875,0
85.9375,145.01953125,-32.71484375,97.16796875,0
86.9140625,134.27734375,-32.71484375,94.23828125,0
115.72265625,153.80859375,-33.203125,105.95703125,0
122.0703125,176.26953125,-34.1796875,100.5859375,0
89.84375,161.62109375,-33.69140625,78.125,0
73.73046875,154.296875,-17.08984375,82.51953125,0
87.40234375,153.3203125,-7.8125,89.35546875,0
107.421875,163.0859375,-9.27734375,89.84375,0
99.12109375,182.6171875,0.48828125,94.23828125,0
71.2890625,190.91796875,11.23046875,83.984375,0
79.1015625,188.96484375,8.30078125,89.35546875,0
93.26171875,190.91796875,-1.953125,88.37890625,0
81.54296875,196.77734375,2.9296875,80.56640625,0
80.078125,201.66015625,18.06640625,90.33203125,0
84.47265625,207.03125,24.90234375,91.796875,0
97.16796875,214.35546875,38.0859375,96.6796875,0
104.98046875,217.7734375,62.01171875,106.4453125,0
84.9609375,211.42578125,72.265625,90.33203125,0
75.1953125,203.125,73.2421875,78.61328125,0
91.30859375,200.68359375,68.84765625,82.51953125,0
89.84375,212.890625,68.359375,79.58984375,0
74.70703125,219.23828125,72.75390625,69.3359375,0
76.171875,210.9375,73.73046875,67.87109375,0
83.0078125,208.49609375,66.40625,72.75390625,0
86.9140625,215.8203125,62.98828125,77.1484375,0
79.1015625,229.4921875,67.3828125,80.078125,0
66.89453125,229.4921875,65.91796875,74.70703125,0
77.1484375,221.6796875,59.08203125,72.265625,0
103.02734375,228.02734375,57.12890625,77.63671875,0
98.6328125,237.3046875,61.5234375,83.0078125,0
58.59375,234.86328125,57.12890625,68.84765625,0
46.875,229.98046875,51.7578125,54.19921875,0
73.2421875,232.421875,52.24609375,59.08203125,0
78.61328125,221.19140625,52.734375,61.03515625,0
65.4296875,209.47265625,52.24609375,61.5234375,0
62.5,223.14453125,51.26953125,62.5,0
75.1953125,229.98046875,54.19921875,64.94140625,0
80.078125,232.91015625,53.7109375,72.75390625,0
71.77734375,236.81640625,55.17578125,71.77734375,0
66.40625,237.79296875,59.08203125,73.2421875,0
73.2421875,241.69921875,57.12890625,77.63671875,0
84.47265625,231.4453125,54.6875,77.63671875,0
77.63671875,229.98046875,62.01171875,79.1015625,0
85.9375,242.1875,70.3125,99.12109375,0
98.14453125,240.72265625,55.17578125,89.35546875,0
71.2890625,230.95703125,39.55078125,41.50390625,0
60.546875,229.98046875,41.9921875,39.55078125,0
59.5703125,233.3984375,47.8515625,55.17578125,0
53.22265625,229.4921875,50.29296875,56.640625,0
81.0546875,230.46875,54.19921875,63.96484375,0
93.75,229.98046875,56.640625,67.3828125,0
78.125,227.5390625,58.10546875,68.84765625,0
65.4296875,221.6796875,55.17578125,64.94140625,0
80.078125,214.35546875,52.734375,65.4296875,0
98.6328125,219.23828125,55.17578125,73.73046875,0
90.8203125,229.98046875,56.640625,79.58984375,0
80.078125,229.98046875,63.4765625,82.03125,0
98.6328125,223.6328125,67.87109375,90.33203125,0
106.4453125,220.703125,65.4296875,91.796875,0
82.03125,226.07421875,64.453125,74.21875,0
66.40625,234.86328125,59.08203125,66.40625,0
