ch1,ch2,ch3,ch4,classification
11.71875,20.99609375,49.8046875,19.04296875,0
15.13671875,42.96875,47.36328125,-34.66796875,0
14.16015625,53.7109375,36.62109375,13.18359375,0
18.5546875,57.6171875,20.01953125,74.21875,0
20.01953125,53.7109375,26.85546875,38.0859375,0
17.578125,47.36328125,42.48046875,-21.97265625,0
26.3671875,43.9453125,13.18359375,-5.37109375,0
22.94921875,40.52734375,11.71875,59.5703125,0
-5.859375,41.9921875,34.66796875,59.08203125,0
-15.13671875,46.875,43.45703125,0.9765625,0
-1.953125,49.8046875,53.22265625,-6.8359375,0
-3.41796875,51.7578125,53.22265625,47.8515625,0
8.30078125,54.6875,47.8515625,80.078125,0
16.11328125,63.4765625,48.33984375,19.04296875,0
13.18359375,64.94140625,34.66796875,-28.80859375,0
12.6953125,56.15234375,10.25390625,30.2734375,0
11.71875,49.31640625,15.625,75.1953125,0
14.6484375,50.29296875,31.73828125,31.25,0
17.578125,43.45703125,34.1796875,-21.484375,0
17.08984375,35.15625,44.921875,5.859375,0
13.18359375,40.52734375,48.828125,64.453125,0
13.18359375,57.12890625,54.6875,45.8984375,0
22.94921875,60.05859375,47.36328125,-10.7421875,0
25.390625,41.50390625,30.76171875,-5.859375,0
18.06640625,38.0859375,30.76171875,54.19921875,0
11.23046875,47.36328125,29.296875,71.77734375,0
30.76171875,41.015625,31.25,26.3671875,0
39.0625,46.38671875,31.73828125,4.8828125,0
-4.8828125,48.828125,32.71484375,27.34375,0
-18.5546875,43.9453125,42.96875,42.48046875,0
-5.37109375,52.24609375,44.921875,-5.859375,0
2.44140625,49.31640625,47.36328125,-41.015625,0
4.39453125,47.8515625,42.48046875,18.5546875,0
2.9296875,48.828125,35.64453125,75.1953125,0
7.32421875,48.33984375,29.296875,33.69140625,0
16.11328125,43.9453125,11.23046875,-24.4140625,0
16.11328125,40.0390625,10.7421875,7.32421875,0
17.08984375,45.8984375,24.90234375,76.171875,0
33.203125,50.78125,44.43359375,74.21875,0
29.296875,51.7578125,27.83203125,-5.859375,0
24.4140625,43.9453125,-5.859375,-14.6484375,0
19.04296875,45.41015625,18.06640625,56.640625,0
13.671875,50.78125,54.6875,63.4765625,0
12.6953125,50.29296875,60.546875,1.953125,0
15.13671875,46.875,54.6875,-17.08984375,0
20.5078125,42.96875,48.33984375,45.8984375,0
18.06640625,50.29296875,31.73828125,83.49609375,0
27.34375,55.6640625,25.87890625,32.71484375,0
41.50390625,58.59375,38.57421875,-6.34765625,0
36.62109375,61.03515625,31.73828125,35.15625,0
34.66796875,53.22265625,8.30078125,85.9375,0
32.2265625,44.921875,20.01953125,46.38671875,0
28.3203125,62.01171875,57.12890625,-17.08984375,0
20.01953125,63.96484375,63.4765625,4.39453125,0
13.671875,57.6171875,41.50390625,62.5,0
20.99609375,69.82421875,19.53125,52.734375,0
28.3203125,68.359375,24.4140625,-13.671875,0
28.80859375,62.98828125,26.85546875,-19.53125,0
19.04296875,55.17578125,16.6015625,49.31640625,0
19.53125,51.7578125,30.76171875,61.03515625,0
24.4140625,60.546875,38.0859375,-7.32421875,0
21.484375,59.5703125,47.36328125,-38.0859375,0
19.53125,52.734375,49.8046875,14.16015625,0
22.94921875,58.59375,41.015625,62.98828125,0
26.85546875,65.91796875,32.71484375,16.6015625,0
27.34375,67.3828125,42.48046875,-44.43359375,0
26.85546875,64.94140625,41.50390625,0.0,0
24.4140625,62.01171875,32.2265625,69.82421875,0
15.13671875,61.03515625,39.55078125,41.015625,0
12.6953125,57.12890625,41.50390625,-27.83203125,0
21.97265625,66.40625,44.43359375,-11.71875,0
30.76171875,75.68359375,16.11328125,69.3359375,0
33.69140625,81.54296875,-12.6953125,74.21875,0
21.97265625,72.75390625,16.6015625,-9.27734375,0
8.30078125,57.6171875,44.921875,-34.66796875,0
25.87890625,59.5703125,52.734375,44.43359375,0
24.90234375,69.3359375,50.78125,76.66015625,0
10.25390625,78.125,41.9921875,1.953125,0
20.99609375,74.21875,42.96875,-33.203125,0
34.1796875,69.3359375,42.48046875,33.203125,0
39.0625,74.21875,40.52734375,85.9375,0
28.3203125,70.3125,38.57421875,30.2734375,0
10.25390625,56.640625,32.2265625,-42.96875,0
8.30078125,52.24609375,22.94921875,-4.8828125,0
12.6953125,55.6640625,30.2734375,55.6640625,0
16.11328125,59.5703125,30.76171875,26.85546875,0
20.5078125,55.6640625,30.2734375,-34.66796875,0
20.5078125,53.22265625,40.0390625,-21.484375,0
18.5546875,57.6171875,32.71484375,51.7578125,0
21.484375,66.40625,31.25,53.22265625,0
27.83203125,63.4765625,40.52734375,-13.18359375,0
25.87890625,61.03515625,32.71484375,-25.390625,0
18.5546875,53.7109375,22.94921875,41.9921875,0
12.6953125,58.10546875,17.578125,69.3359375,0
9.765625,66.40625,18.5546875,0.9765625,0
9.27734375,63.96484375,29.78515625,-40.52734375,0
8.7890625,62.98828125,33.69140625,17.578125,0
16.11328125,62.01171875,27.83203125,76.171875,0
16.6015625,60.546875,23.4375,33.69140625,0
14.16015625,58.10546875,23.4375,-30.76171875,0
17.08984375,52.24609375,26.3671875,1.953125,0
10.7421875,58.59375,24.4140625,59.08203125,0
4.8828125,70.80078125,26.85546875,37.109375,0
15.13671875,62.98828125,38.0859375,-30.2734375,0
20.01953125,59.08203125,37.109375,-26.3671875,0
18.06640625,62.5,25.87890625,48.828125,0
22.4609375,59.08203125,24.90234375,66.40625,0
35.64453125,62.98828125,36.1328125,-0.9765625,0
26.3671875,69.3359375,40.0390625,-39.0625,0
9.765625,54.19921875,41.9921875,21.97265625,0
13.18359375,41.9921875,53.22265625,65.4296875,0
6.34765625,41.015625,52.24609375,6.8359375,0
13.671875,46.38671875,46.875,-35.15625,0
29.78515625,52.734375,37.59765625,16.6015625,0
26.3671875,61.03515625,17.578125,75.68359375,0
22.94921875,77.1484375,7.32421875,36.62109375,0
22.94921875,75.1953125,19.53125,-33.69140625,0
12.20703125,63.96484375,36.1328125,-14.6484375,0
17.08984375,61.03515625,50.78125,63.96484375,0
25.390625,64.94140625,51.26953125,57.6171875,0
11.71875,53.22265625,34.1796875,-33.69140625,0
9.765625,41.015625,38.57421875,-37.59765625,0
26.3671875,49.31640625,27.83203125,46.875,0
24.4140625,55.17578125,26.85546875,66.40625,0
9.765625,55.6640625,42.48046875,-6.34765625,0
11.23046875,62.01171875,29.78515625,-39.55078125,0
22.4609375,68.84765625,34.66796875,26.85546875,0
25.390625,63.96484375,53.22265625,75.1953125,0
27.34375,53.22265625,37.109375,23.92578125,0
45.8984375,52.734375,32.2265625,-19.53125,0
34.66796875,55.6640625,38.0859375,12.6953125,0
16.6015625,47.36328125,20.01953125,59.5703125,0
21.97265625,49.31640625,12.20703125,31.25,0
22.94921875,58.10546875,28.3203125,-29.296875,0
18.06640625,57.6171875,35.15625,-3.90625,0
22.4609375,58.10546875,29.78515625,64.94140625,0
30.76171875,55.17578125,29.296875,62.5,0
23.92578125,50.29296875,38.0859375,-5.859375,0
23.4375,55.6640625,47.36328125,-15.625,0
32.2265625,59.08203125,41.50390625,53.22265625,0
31.73828125,57.12890625,41.015625,73.2421875,0
24.4140625,55.17578125,46.38671875,5.859375,0
28.80859375,60.546875,43.9453125,-20.99609375,0
29.296875,64.453125,34.1796875,39.55078125,0
30.2734375,54.6875,38.0859375,85.9375,0
31.73828125,53.7109375,37.109375,33.203125,0
27.83203125,49.8046875,35.15625,-32.2265625,0
25.87890625,42.96875,18.5546875,10.25390625,0
24.90234375,46.38671875,23.92578125,77.63671875,0
20.5078125,45.8984375,45.41015625,48.33984375,0
20.99609375,53.7109375,39.0625,-28.80859375,0
33.203125,53.22265625,34.66796875,-7.8125,0
34.1796875,46.875,37.109375,72.265625,0
24.4140625,52.24609375,33.203125,68.84765625,0
11.71875,49.8046875,22.94921875,-11.23046875,0
6.34765625,44.921875,30.76171875,-38.57421875,0
9.765625,48.828125,34.66796875,28.3203125,0
14.16015625,50.29296875,41.015625,64.94140625,0
15.625,40.0390625,50.29296875,2.9296875,0
31.25,40.52734375,52.24609375,-30.76171875,0
44.43359375,54.6875,53.22265625,26.3671875,0
28.3203125,57.12890625,30.76171875,69.3359375,0
24.90234375,57.12890625,10.25390625,27.83203125,0
22.4609375,55.17578125,25.87890625,-34.1796875,0
20.01953125,51.7578125,50.29296875,-3.90625,0
22.4609375,47.36328125,49.31640625,61.5234375,0
19.53125,53.7109375,38.0859375,47.36328125,0
23.4375,58.10546875,35.15625,-16.6015625,0
24.4140625,49.8046875,41.50390625,-13.18359375,0
11.71875,41.50390625,46.875,51.7578125,0
4.39453125,38.57421875,42.96875,50.78125,0
11.71875,44.43359375,33.203125,-8.7890625,0
20.01953125,51.26953125,22.94921875,-26.3671875,0
20.99609375,56.15234375,29.296875,38.0859375,0
18.5546875,59.5703125,36.62109375,77.63671875,0
18.5546875,58.59375,56.15234375,17.578125,0
21.484375,59.5703125,54.6875,-32.2265625,0
22.94921875,61.5234375,32.71484375,25.87890625,0
21.97265625,61.5234375,21.484375,86.9140625,0
28.3203125,59.08203125,9.27734375,49.31640625,0
30.76171875,63.96484375,21.97265625,-13.671875,0
17.08984375,62.01171875,46.38671875,-4.8828125,0
6.8359375,50.78125,59.08203125,62.01171875,0
5.859375,45.8984375,58.10546875,53.7109375,0
9.765625,44.43359375,57.6171875,-15.625,0
18.5546875,50.78125,52.24609375,-13.18359375,0
20.01953125,50.29296875,42.96875,53.22265625,0
23.92578125,48.33984375,40.52734375,78.125,0
23.4375,58.59375,36.62109375,7.32421875,0
20.5078125,64.453125,35.15625,-25.87890625,0
20.5078125,68.359375,20.01953125,40.0390625,0
13.18359375,62.98828125,17.578125,74.70703125,0
15.13671875,65.4296875,30.2734375,11.23046875,0
17.08984375,63.4765625,29.78515625,-39.0625,0
10.25390625,50.29296875,28.80859375,12.20703125,0
15.13671875,52.734375,21.484375,68.84765625,0
13.671875,51.26953125,24.4140625,29.296875,0
6.8359375,46.875,50.29296875,-37.59765625,0
12.20703125,57.12890625,44.921875,-14.16015625,0
9.765625,60.546875,20.99609375,63.96484375,0
1.953125,52.24609375,33.69140625,54.19921875,0
4.39453125,49.8046875,46.38671875,-23.4375,0
4.8828125,46.38671875,39.55078125,-35.64453125,0
3.90625,48.828125,30.2734375,35.15625,0
4.8828125,59.08203125,13.18359375,56.640625,0
9.765625,61.03515625,15.625,-11.23046875,0
20.99609375,63.4765625,32.71484375,-37.59765625,0
17.578125,61.5234375,29.296875,19.53125,0
11.71875,60.05859375,31.25,69.3359375,0
8.7890625,62.01171875,28.3203125,25.87890625,0
8.30078125,53.7109375,20.5078125,-34.66796875,0
10.7421875,42.48046875,33.203125,-2.9296875,0
9.765625,50.78125,42.48046875,62.01171875,0
14.16015625,62.98828125,36.1328125,41.9921875,0
29.78515625,58.59375,32.2265625,-17.08984375,0
31.73828125,47.36328125,41.9921875,-4.39453125,0
20.99609375,47.36328125,25.390625,61.03515625,0
17.578125,58.10546875,28.80859375,63.96484375,0
20.99609375,59.08203125,54.19921875,-10.25390625,0
19.53125,53.7109375,55.6640625,-32.2265625,0
6.8359375,48.33984375,43.9453125,20.5078125,0
3.90625,45.8984375,27.34375,47.8515625,0
8.7890625,51.26953125,32.2265625,0.9765625,0
15.625,54.6875,42.48046875,-34.1796875,0
11.23046875,42.96875,45.8984375,10.25390625,0
5.859375,39.55078125,38.0859375,59.08203125,0
13.671875,51.26953125,34.1796875,20.99609375,0
19.04296875,50.29296875,22.4609375,-32.71484375,0
20.01953125,41.015625,2.44140625,5.37109375,0
21.97265625,37.109375,15.13671875,76.171875,0
21.97265625,37.109375,36.1328125,58.59375,0
12.6953125,39.0625,39.0625,-21.484375,0
3.90625,50.78125,36.62109375,-25.87890625,0
-2.44140625,54.19921875,46.875,36.1328125,0
-12.6953125,48.33984375,46.875,43.9453125,0
-8.30078125,46.875,36.62109375,-21.484375,0
8.7890625,43.9453125,23.4375,-35.15625,0
17.578125,44.43359375,-0.48828125,36.62109375,0
14.6484375,45.41015625,0.9765625,67.87109375,0
9.27734375,42.48046875,33.69140625,6.8359375,0
11.23046875,43.45703125,44.43359375,-40.0390625,0
21.97265625,41.015625,39.55078125,17.578125,0
22.4609375,36.1328125,30.76171875,76.66015625,0
13.671875,41.9921875,15.13671875,25.87890625,0
13.671875,47.8515625,25.390625,-30.2734375,0
20.01953125,51.7578125,32.2265625,2.44140625,0
23.92578125,55.6640625,35.64453125,66.89453125,0
11.71875,52.24609375,25.87890625,47.8515625,0
8.7890625,48.33984375,16.11328125,-27.34375,0
14.6484375,41.015625,28.3203125,-24.90234375,0
